Species	Status	min_age	max_age
Lynx_rufus	extant	0.0117	0.126
Puma_concolor	extant	0.0117	0.126
Smilodon_fatalis	extinct	0	0.126
Puma_concolor	extant	0	0.126
Lynx_rufus	extant	0	0.126
Leopardus_wiedii	extant	0	0.126
Leopardus_wiedii	extant	0	0.126
Leopardus_wiedii	extant	0	0.126
Lynx_rufus	extant	0	0.126
Panthera_onca	extant	0.0117	2.588
Panthera_onca	extant	0.0117	2.588
Puma_concolor	extant	0	0.126
Puma_concolor	extant	0.0117	0.126
Panthera	extinct	0.781	2.588
Prionailurus_bengalensis	extant	0.781	2.588
Panthera_tigris	extant	0.781	2.588
Panthera_tigris	extant	0.781	2.588
Panthera_tigris	extant	0.0117	0.126
Panthera_tigris	extant	0.0117	0.126
Lynx	extinct	0.0117	0.126
Homotherium_serum	extinct	0.0117	2.588
Panthera_leo	extant	0.0117	2.588
Dinofelis	extinct	2.588	3.6
Megantereon_whitei	extinct	2.588	3.6
Felis_silvestris	extant	2.588	3.6
Panthera	extinct	0.0117	2.588
Panthera_leo	extant	0.0117	0.126
Felis_libyca	extinct	0	0.0117
Felis	extinct	0	0.0117
Panthera_pardus	extant	0	0.0117
Pseudaelurus_intrepidus	extinct	13.6	15.97
Smilodon_gracilis	extinct	0.3	4.9
Xenosmilus_hodsonae	extinct	0.3	4.9
Panthera_tigris	extant	0.0117	0.126
Panthera_tigris	extant	0.0117	0.126
Machairodus	extinct	3.6	5.333
Machairodus	extinct	3.6	5.333
Felidae	extinct	3.6	5.333
Xenosmilus_hodsonae	extinct	0.3	1.8
Lynx_rufus	extant	0.0117	0.126
Panthera_leo_atrox	extinct	0	0.0117
Lynx	extinct	0	0.126
Puma_concolor	extant	0	0.0117
Lynx_rufus	extant	0	0.0117
Panthera_leo_atrox	extinct	0.0117	2.588
Lynx	extinct	0.0117	0.126
Panthera_leo_atrox	extinct	0	0.126
Lynx	extinct	0.0117	0.126
Panthera	extinct	0.0117	0.126
Felis_domesticus	extinct	0.0117	0.126
Felis	extinct	0	0.0117
Panthera_leo	extant	0.0117	0.126
Lynx_lynx	extant	0.126	0.781
Panthera_leo	extant	0.0117	0.126
Caracal_caracal	extant	2.588	7.246
Dinofelis	extinct	2.588	7.246
Machairodus	extinct	2.588	7.246
Panthera_leo	extant	0	2.588
Megantereon	extinct	0	2.588
Felis_libyca	extinct	0.0117	0.126
Felis_libyca	extinct	0.0117	0.126
Panthera_leo	extant	0.0117	0.126
Felis_libyca	extinct	0.0117	2.588
Caracal_caracal	extant	0.0117	2.588
Panthera_leo	extant	0.0117	0.126
Panthera	extinct	4.2	4.9
Panthera_leo	extant	0.0117	0.126
Machairodus	extinct	2.588	3.6
Homotherium	extinct	2.588	3.6
Felis	extinct	2.588	3.6
Felis_obscura	extinct	2.588	3.6
Dinofelis	extinct	2.588	3.6
Felis	extinct	0.126	0.781
Panthera_tigris	extant	0.126	0.781
Smilodon_populator	extinct	0.0117	2.588
Felidae	extinct	0.0117	0.126
Smilodon_gracilis	extinct	0.0117	0.126
Smilodon_fatalis	extinct	0.0117	0.126
Smilodon_fatalis	extinct	0.0117	2.588
Smilodon_gracilis	extinct	0.0117	2.588
Lynx_rufus	extant	0.0117	2.588
Felis	extinct	0.0117	2.588
Miracinonyx_inexpectatus	extinct	0.3	1.8
Panthera_leo_atrox	extinct	0.3	1.8
Smilodon	extinct	0.0117	0.781
Felis_platensis	extinct	0.0117	2.588
Panthera_onca	extant	0.0117	2.588
Smilodon	extinct	0.0117	2.588
Leopardus_pardalis	extant	0	0.126
Smilodon_populator	extinct	0	0.126
Leopardus_pardalis	extant	0	0.126
Puma_concolor	extant	0	0.126
Panthera_onca	extant	0	0.126
Smilodon_populator	extinct	0	0.126
Panthera_onca	extant	0	0.126
Panthera_onca	extant	0	2.588
Leopardus_braccatus	extant	0	2.588
Pseudaelurus_quadridentatus	extinct	13.65	15.97
Felis_silvestris	extant	0.0117	2.588
Caracal_caracal	extant	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Puma_concolor	extant	0.0117	0.126
Panthera_onca	extant	0.0117	0.126
Felis_platensis	extinct	0.781	2.588
Smilodon_populator	extinct	0.781	2.588
Felidae	extinct	0.0117	0.126
Smilodon	extinct	0.0117	0.126
Homotherium_venezuelensis	extinct	0.126	2.588
Smilodon_gracilis	extinct	0.126	2.588
Smilodon	extinct	0.0117	0.126
Panthera_leo_atrox	extinct	0.0117	0.126
Panthera	extinct	0.012	0.781
Smilodon	extinct	0.012	0.781
Pseudaelurus_africanus	extinct	15.97	23.03
Pseudaelurus_africanus	extinct	15.97	23.03
Pseudaelurus_africanus	extinct	15.97	23.03
Machairodus_kabir	extinct	5.333	7.246
Panthera_onca	extant	0	2.588
Smilodon_populator	extinct	0	2.588
Smilodon	extinct	0.781	1.2
Smilodon	extinct	0.781	1.2
Smilodon	extinct	0.781	1.2
Smilodon	extinct	0.781	1.2
Panthera_onca	extant	0	2.588
Leopardus_tigrinus	extant	0	0.126
Smilodon_populator	extinct	0	0.126
Pseudaelurus_lorteti	extinct	13.82	15.97
Pseudaelurus_turnauensis	extinct	13.82	15.97
Pseudaelurus_lorteti	extinct	13.82	15.97
Smilodon_populator	extinct	0	0.0117
Pseudaelurus	extinct	13.82	15.97
Pseudaelurus_lorteti	extinct	13.82	15.97
Pseudaelurus_romieviensis	extinct	13.82	15.97
Machairodus_catocopis	extinct	4.9	10.3
Machairodus_catocopis	extinct	4.9	10.3
Amphimachairodus_coloradensis	extinct	4.9	10.3
Nimravides_pedionomus	extinct	10.3	13.6
Machairodus_catocopis	extinct	4.9	10.3
Panthera_onca	extant	0.0117	2.588
Puma	extinct	0.0117	2.588
Felidae	extinct	0.0117	2.588
Panthera_leo_atrox	extinct	0.012	0.3
Panthera_blytheae	extinct	3.6	11.608
Panthera_blytheae	extinct	3.6	11.608
Panthera_blytheae	extinct	3.6	11.608
Homotherium	extinct	2.588	5.333
Dinofelis	extinct	2.588	5.333
Smilodon_fatalis	extinct	0.0117	2.588
Miracinonyx_inexpectatus	extinct	0.0117	2.588
Machairodus	extinct	11.62	13.82
Lynx	extinct	2.588	5.333
Puma	extinct	2.588	5.333
Machairodus	extinct	5.333	8.7
Felis	extinct	5.333	8.7
Paramachaerodus	extinct	5.333	8.7
Smilodon	extinct	0.0117	0.126
Machairodus	extinct	4.9	13.6
Smilodon_fatalis	extinct	0.0117	0.126
Lynx_rufus	extant	0.0117	0.126
Panthera_onca	extant	0.0117	0.126
Panthera_leo_atrox	extinct	0.0117	0.126
Puma_concolor	extant	0.0117	0.126
Felis_rexroadensis	extinct	3.6	5.333
Amphimachairodus_coloradensis	extinct	3.6	5.333
Lynx_rufus	extant	0.0117	0.126
Lynx	extinct	0.0117	0.126
Panthera_onca	extant	0.0117	0.126
Miracinonyx_inexpectatus	extinct	0.0117	0.126
Smilodon_fatalis	extinct	0.0117	0.126
Miracinonyx_inexpectatus	extinct	0.0117	0.126
Felis	extinct	0.0117	0.126
Lynx_rufus	extant	0.0117	0.126
Panthera_onca	extant	0.0117	0.126
Smilodon_fatalis	extinct	0.0117	0.126
Panthera_onca	extant	0.0117	0.126
Lynx_rufus	extant	0.0117	0.126
Lynx_rufus	extant	0.0117	0.126
Panthera_onca	extant	0.0117	0.126
Smilodon_fatalis	extinct	0.0117	0.126
Lynx	extinct	0.0117	0.126
Panthera_leo	extant	0.0117	0.126
Puma_concolor	extant	0.0117	0.126
Smilodon	extinct	0.0117	0.126
Puma_concolor	extant	0.0117	0.126
Felis	extinct	0.0117	0.126
Pseudaelurus_marshi	extinct	13.6	15.97
Machairodontinae	extinct	4.9	10.3
Metailurus	extinct	5.333	8.7
Puma_concolor	extant	0.012	0.3
Pseudaelurus_validus	extinct	15.97	20.43
Pseudaelurus_validus	extinct	15.97	20.43
Pseudaelurus_validus	extinct	15.97	20.43
Pseudaelurus_validus	extinct	15.97	20.43
Pseudaelurus_validus	extinct	15.97	20.43
Pseudaelurus_validus	extinct	13.6	15.97
Panthera_leo_atrox	extinct	0.0117	2.588
Lynx_rufus	extant	0.0117	0.126
Puma_concolor	extant	0	0.0117
Uncia_mercerii	extinct	0.3	1.8
Pseudaelurus	extinct	13.6	15.97
Pseudaelurus_intrepidus	extinct	13.82	15.97
Paramachaerodus	extinct	4.9	10.3
Felidae	extinct	2.588	13.6
Pseudaelurus	extinct	15.97	20.43
Miracinonyx_studeri	extinct	1.8	4.9
Felis_lacustris	extinct	1.8	4.9
Felis	extinct	0	0.0117
Amphimachairodus	extinct	5.333	11.608
Felidae	extinct	15.97	16.9
Felis	extinct	0	0.0117
Pseudaelurus_marshi	extinct	13.6	15.97
Pseudaelurus_stouti	extinct	13.6	15.97
Felis_silvestris	extant	0	0.126
Lynx_lynx	extant	0	0.126
Machairodus	extinct	5.333	11.608
Felis	extinct	5.333	11.608
Machairodus	extinct	5.333	11.608
Drepanodon	extinct	5.333	11.608
Felidae	extinct	5.333	11.608
Panthera_leo	extant	0.0117	2.588
Felis_silvestris	extant	0.0117	2.588
Dinofelis	extinct	0.781	2.588
Dinofelis	extinct	0.781	2.588
Dinofelis	extinct	0.781	2.588
Megantereon_whitei	extinct	0.781	2.588
Machairodontinae	extinct	0.781	2.588
Panthera_pardus	extant	0.781	2.588
Panthera_pardus	extant	0.781	2.588
Panthera	extinct	0.781	2.588
Caracal_caracal	extant	0.781	2.588
Felis_silvestris	extant	0.781	2.588
Felidae	extinct	0.781	2.588
Machairodontinae	extinct	0.781	2.588
Felidae	extinct	0.781	2.588
Miracinonyx	extinct	0.3	1.8
Panthera	extinct	0.3	1.8
Lynx_rufus	extant	0.3	1.8
Felidae	extinct	0.0117	2.588
Felis	extinct	4.9	11.1
Drepanodon	extinct	2.588	23.03
Lynx_lynx	extant	0.0117	0.126
Felis_silvestris	extant	0.0117	0.126
Amphimachairodus_giganteus	extinct	5.333	11.608
